source,target
jeunesse,Jeunesse
pending,अपूर्ण
units,इकाइयों
cove,कोव
RICHARD,रिचर्ड
hecho,गूंज
indolence,आलस
perch,बसेरा
supped,दबा हुआ
Berkeley,बर्कले
Napoleon,नेपोलियन
kai,काई
learning,सीख रहा हूँ
mies,मर जाता है
pours,डालता है
Forces,ताकतों
meridian,मध्याह्न
forbids,मना करता है
stationary,स्थावर
strides,प्रगति
trips,ट्रिप्स
peal,गड़गड़ाहट
vouchsafed,वाउचरफेड
Birds,पक्षियों
Sierra,पहाड़ों का सिलसिला
Formerly,पूर्व
civic,नागरिक
mundo,मुंडो
peasantry,किसान-जनता
remotest,दूरस्थ
Pamela,पामेला
romance,रोमांस
masked,छिपा हुआ
Lest,ऐसा न हो कि
Sixth,छठा
XX,XX
contemptuously,नफ़रत से
imputed,अध्यारोपित
disconcerted,घबराया हुआ
sprak,भाषाएँ
antes,एंटी
commerce,व्यापार
scarf,दुपट्टा
slechts,नींद आती है
kiss,चुम्मा
efficacy,प्रभावोत्पादकता
Marquise,मार्केज़
pans,पैन
delle,डेले
disorders,विकारों
hyvin,hyvin
summed,माथुर
press,दबाएँ
protests,विरोध प्रदर्शन
lanterns,लालटेन
vaste,व्यर्थ
relaxation,विश्राम
rhymes,कविताओं
survivors,जीवित बचे लोगों
utterances,उच्चारणों
Jahren,जहरें
folio,जिल्द
humour,हास्य
spices,मसाले
Care,देखभाल
Leipzig,लीपज़िग
courant,कुरंट
confessor,कंफ़ेसर
dad,पिता
needy,दरिद्र
Defense,रक्षा
shaved,मुंडा
Westover,वेस्टओवर
abbot,मठाधीश
cavity,गुहा
cousin's,चचेरे भाई बहिन
minutely,प्रतिमिनट
workmanship,कारीगरी
Richardson,रिचर्डसन
settlement,समझौता
Thine,तेरा
believer,विश्वास करनेवाला
continents,महाद्वीपों
advertised,विज्ञापित
prelate,प्रधान पादरी
Gibraltar,जिब्राल्टर
genera,पीढ़ी
bewildering,हक्का - बक्का करनेवाला
condensed,सघन
unserer,अनश्वर
grievance,शिकायत
inquiry,जांच
banishment,निर्वासन
dubious,संदिग्ध
volcano,ज्वालामुखी
misfortune,दुर्भाग्य
domination,प्रभुत्व
scar,चोट का निसान
victim,शिकार
coldly,स्र्काई से
fry,तलना
hos,अस्पताल
irritable,चिड़चिड़ा
purchases,खरीद
somethin',किसी दिन '
creates,बनाता है
perfumed,सुगंधित
Face,चेहरा
Olivia,ओलिविया
continent,महाद्वीप
aright,दाहिनी ओर
contraction,संकुचन
strand,किनारा
yells,चिल्लाता
chests,चेस्ट
Maximilian,मैक्सीमिलियन
crucified,क्रूस पर चढ़ाया
forgetfulness,विस्मृति
Erde,मिटा दो
Girls,लड़कियाँ
housekeeping,गृह व्यवस्था
relinquish,त्यागना
suit,सूट
expiration,समय सीमा समाप्ति
blame,दोष
swiftness,तेज़ी
Britons,ब्रिटेन
incidental,आकस्मिक
Interior,आंतरिक
manure,खाद
midway,बीच का रास्ता
scheme,योजना
ant,चींटी
conseil,शंखनाद करना
minulle,मीनल
hauteur,अभिमान
paar,पार
täällä,tÃ¤Ã¤llÃ¤
Melissa,मेलिसा
daughters,बेटियों
enjoyment,आनदं
lunatic,पागल मनुष्य
cleanliness,स्वच्छता
has,है
'for,'के लिये
Food,खाना
Leonardo,लियोनार्डो
dishonour,अपमान
lull,शांति काल
momentarily,क्षण भर के लिये
Labour,श्रम
Schiller,शिलर
Clayton,क्लेटन
faute,दोष
listening,सुन
shoved,चमकता हुआ
imaginations,कल्पना
fera,फेरा
multiple,विभिन्न
regal,शाही
sickening,कुत्सित
ape,अनुकरण करना
escaped,भाग निकले
grounded,जमीन
'at,'पर
Brooklyn,ब्रुकलीन
diminishing,कम होनेवाला
foer,फुसलाने की क्रिया या भाव
plumage,पक्षति
former,भूतपूर्व
impatience,अधीरता
antagonism,विरोध
Portland,पोर्टलैंड
Socialist,समाजवादी
decrease,कमी
Sol,प
weights,तौल
prosecute,पर मुकदमा चलाने
scorn,घिन आना
Bei,बी
Pere,पेरे
conjure,जादू
boasting,शेखी
hooks,हुक्स
marry,शादी कर
provocation,उकसावा
Eliot,एलियट
cu,घन
d'eux,डीएक्यूएक्स
paler,पीला
stitch,टांका
variously,नाना प्रकार से
Trent,ट्रेंट
amended,संशोधन
'Where,'कहाँ पे
Malta,माल्टा
melodious,मधुर
friendships,यारियाँ
maken,माकन
squirrel,गिलहरी
usages,उपयोगों
zeggen,Zeggen
dismayed,निराश
constraint,बाधा
ruffian,बदमाश
Lucas,लुकास
mattered,मायने रखता
embroidery,कढ़ाई
observers,प्रेक्षकों
should,चाहिए
tablet,गोली
tearful,शोकाकुल
Members,सदस्यों
vp,वीपी
wonted,अभ्यस्त
zest,उत्तेजकता
Histoire,हिस्टॉयर
Thomson,थॉमसन
cooperation,सहयोग
tomb,मकबरे
fabulous,शानदार
glimmering,मंद प्रकाश
nouns,संज्ञाओं
XXI,XXI
yawning,उबासी लेना
stronghold,गढ़
exacted,ठीक है
gesagt,गेसगेट
sanctioned,स्वीकृत
signing,हस्ताक्षर करने के
Fellow,साथी
Gesellschaft,गेसेलशाफ्ट
MRS,श्रीमती
Naut,Naut
blissful,आनंदमय
drenched,तरबतर होना
irritating,चिड़चिड़ा
precipitous,तेज़
reached,पहुंच गए
certains,परिभाषा
refrained,परहेज
blotted,मिट
combatants,लड़ाकों
locating,ढूंढने
Berg,हिम-शिला
dejected,उदास
